asset_id,category,asset,truth_status,source_bias,game_relevance,production_state,required_links
A149,Childhood traces,stairwell ticket paid with a coat button,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A150,Childhood traces,attendance ledger with broadcast-week absences,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A151,Childhood traces,choir programme corrected by hand,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A152,Childhood traces,municipal VHS label,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A153,Childhood traces,radiator invoice from childhood block,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A154,Childhood traces,class photograph cropped three ways,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A155,Childhood traces,library card listing stagecraft and anatomy,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A156,Childhood traces,teacher complaint about ticket sales,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A157,Childhood traces,notebook ranking adults by room impact,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A158,Childhood traces,cassette case signed by all but Karla,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A159,Childhood traces,petition against fan tours,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A160,Childhood traces,birthday invitation styled as press credential,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A161,Childhood traces,winter electricity notice behind poster,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A162,Childhood traces,returned button collection,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A163,Childhood traces,school intercom announcement recorded over a song,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A164,Studio bureaucracy,patch diagram with duplicate label,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A165,Studio bureaucracy,mastering booking under foundation initials,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A166,Studio bureaucracy,backup drive with replacement serial sticker,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A167,Studio bureaucracy,autotune graph marked too adult,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A168,Studio bureaucracy,comp sheet calling TAKE 8 STATE,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A169,Studio bureaucracy,booth camera still with uncovered glass,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A170,Studio bureaucracy,tea receipt after closing,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A171,Studio bureaucracy,master courier envelope denied by label,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A172,Studio bureaucracy,checksum printed before creation time due clock drift,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A173,Studio bureaucracy,drive disposal certificate missing one device,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A174,Studio bureaucracy,email asking whether GUIDE_M gets credit,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A175,Studio bureaucracy,invoice for unnamed technical hour,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A176,Studio bureaucracy,room tone with distant announcement,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A177,Studio bureaucracy,torn note below full refusal,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A178,Studio bureaucracy,metadata naming NIGHT export,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A179,Broadcast manipulation,lower-third identity template,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A180,Broadcast manipulation,applause stems by emotion,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A181,Broadcast manipulation,edit list removing preceding question,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A182,Broadcast manipulation,earpiece log MOVE TO HUMAN COST,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A183,Broadcast manipulation,subtitle turning ne into da,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A184,Broadcast manipulation,thumbnail tears/anger/silence test,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A185,Broadcast manipulation,seventeen-second delay log,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A186,Broadcast manipulation,correction scheduled in low-rated slot,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A187,Broadcast manipulation,audience microphone limiter order,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A188,Broadcast manipulation,balance memo by guest category,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A189,Broadcast manipulation,clinic ad after privacy segment,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A190,Broadcast manipulation,archive request denied as commercially active,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A191,Broadcast manipulation,raw timecode under sponsor graphic,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A192,Broadcast manipulation,release covering pre-interview talk,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A193,Broadcast manipulation,emergency crawl covering final sentence,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A194,Legal oddities,preservation receipt later denied,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A195,Legal oddities,identical PDFs with different seals,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A196,Legal oddities,evidence bag containing only hash,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A197,Legal oddities,custody form repaired with tape,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A198,Legal oddities,portal-shortened motion title,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A199,Legal oddities,protective order leaking address in metadata,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A200,Legal oddities,footnote to sealed question,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A201,Legal oddities,index listing corridor photo as audio,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A202,Legal oddities,clerk email about wrong version online,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A203,Legal oddities,defence chart merging defendants,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A204,Legal oddities,plaintiff timeline separating collaboration from consent,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A205,Legal oddities,subpoena on obsolete disc,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A206,Legal oddities,legal invoice for lyric review,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A207,Legal oddities,judge note existence not authenticity,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A208,Legal oddities,settlement offering access without ownership,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A209,Reality show,paid vote with free neutral option,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A210,Reality show,confessional release for perpetual distress,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A211,Reality show,task reenacting scandal,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A212,Reality show,producer board victim/villain/witness/weather,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A213,Reality show,applause during legal caution,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A214,Reality show,camera blind spot for officials,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A215,Reality show,contestant diary calling compound safer than home,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A216,Reality show,sponsor request for closure,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A217,Reality show,exit interview about off-camera events,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A218,Reality show,WE WILL NOT SPECULATE host mug,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A219,Reality show,terms allowing vote grouping,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A220,Reality show,poll corrected after air,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A221,Reality show,wardrobe note less legally specific,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A222,Reality show,audience reaction reuse release,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A223,Reality show,segment extended for outrage retention,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A224,Political administration,private dinner listed as cultural continuity,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A225,Political administration,protocol note converting invitation into obligation,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A226,Political administration,campaign license missing signature page,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A227,Political administration,briefing recommends confused not lying,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A228,Political administration,gift log calling jewelry state property,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A229,Political administration,route change sent only to driver,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A230,Political administration,solidarity concert permit classified commercial,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A231,Political administration,parliament quotes same lyric three ways,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A232,Political administration,grant scored before application,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A233,Political administration,recruitment relabeled morale,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A234,Political administration,speech praising courage without name,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A235,Political administration,opposition uses image after removal request,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A236,Political administration,tax file reactivated,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A237,Political administration,belief poll by music taste,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A238,Political administration,cabinet note asking if silence equals stability,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A239,Medical privacy,clinic log with RP account,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A240,Medical privacy,consent signed after procedure starts,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A241,Medical privacy,water-damaged appointment specialty,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A242,Medical privacy,visitor badge security liaison,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A243,Medical privacy,lab result accessed without clinical role,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A244,Medical privacy,duplicate patient number,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A245,Medical privacy,voice-rest note reused in sketch,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A246,Medical privacy,press photo of unreadable pharmacy bag,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A247,Medical privacy,note requesting no public visitor,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A248,Medical privacy,CCTV index missing eleven minutes,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A249,Medical privacy,ward described as venue,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A250,Medical privacy,audit cannot inspect screenshots,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A251,Medical privacy,betting total on medicine box,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A252,Medical privacy,ticket-stock printer paper,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A253,Medical privacy,cabinet labeled PROTECTIVE ACCESS,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A254,Fan culture,spreadsheet of every I am fine,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A255,Fan culture,no diagnosis from clips rule,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A256,Fan culture,bootleg DVD styled as patient monitor,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A257,Fan culture,bracelet used for timestamp,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A258,Fan culture,signature guide,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A259,Fan culture,map of cleaned murals,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A260,Fan culture,drag cue translating processing into movement,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A261,Fan culture,memorial for cancelled album,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A262,Fan culture,takedown-history thread,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A263,Fan culture,transcript with uncertainty brackets,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A264,Fan culture,archive mirrors with different deletions,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A265,Fan culture,authenticity poll,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A266,Fan culture,moderator rejects SHE TOLD YOU title,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A267,Fan culture,essay defending meaningless pleasure,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A268,Fan culture,fan apology for believing edit,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A269,Commerce,one hundred selves perfume,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A270,Commerce,Me no likey phone complaint campaign,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A271,Commerce,YOU ARE COVERED insurance door poster,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A272,Commerce,minibar where water is charged,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A273,Commerce,contract forbidding visible fatigue,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A274,Commerce,refund policy excluding changed meaning,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A275,Commerce,doll playing only male response,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A276,Commerce,shirt with early lawsuit date,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A277,Commerce,supermarket campaign withdrawn in hours,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A278,Commerce,ANESTEZIJA pharmacy display,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A279,Commerce,ticket ink transferring to skin,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A280,Commerce,award repaired with tape,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A281,Commerce,state radio sold as merch,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A282,Commerce,security billed as family,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A283,Commerce,warehouse of national-daughter sashes,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A284,Performance,seat map missing presidential box,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A285,Performance,laminate excluding Blue Room 4,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A286,Performance,set list with title crossed out,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A287,Performance,promoter email locking corridor,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A288,Performance,audience video after cut,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A289,Performance,unapproved confetti sentence,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A290,Performance,broken in-ear monitor,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A291,Performance,key card in costume boot,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A292,Performance,six-minute blackout cue,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A293,Performance,weather warning on wristband,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A294,Performance,fuel receipt outside official route,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A295,Performance,continued performance not waiver clause,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A296,Performance,empty chair by door,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A297,Performance,official gift stored outside,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A298,Performance,crew cake called luxury catering,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A299,Deletions,empty folder indexed as twelve files,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A300,Deletions,photo retaining cropped hand,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A301,Deletions,audio beginning before image,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A302,Deletions,minutes skipping items four to seven,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A303,Deletions,cache predating statement,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A304,Deletions,deleted fan quoted by state media,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A305,Deletions,venue changed without map update,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A306,Deletions,correction correcting nothing,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A307,Deletions,footnote to absent question,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A308,Deletions,badge for nonexistent door,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A309,Deletions,report signed after technician left,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A310,Deletions,black frame matching delay,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A311,Deletions,empty costume mounts,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A312,Deletions,broken hyperlink in exhibit,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A313,Deletions,search result with title but no access reason,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A314,Doctor echoes,waiting-room lawsuit lower-third,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A315,Doctor echoes,patient misquotes lyric,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A316,Doctor echoes,ticket establishing clinic date,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A317,Doctor echoes,colleague calls case celebrity noise,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A318,Doctor echoes,family knows scandal not evidence,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A319,Doctor echoes,emergency drill uses ZRAKOPERKA,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
A320,Doctor echoes,audit shows Doctor credentials,unassigned,define custodian interest,0 optional / 1 atmospheric / 2 thematic / 3 playable,backlog,"Link one claim, person, location and contradiction."
